,model,alpha,length,diff_coef,loc_error,UCL,eduN,HNU,FCI,Erasmus MC,BIT,WUST ML B,UPV-MAT,TSA,DecBayComp,TA-MSD
4697,0.0,1.0,228,0.43894484753925134,5.5,0.95,0.82659,0.86298114,0.93818676,0.7432249784469604,0.92688,0.8294833,0.99,0.89913,0.9888326,0.82029
4698,3.0,1.35,356,-0.822564875154046,2.0,1.275,1.33284,1.4892049,1.3487161,1.3271621465682983,1.5371,1.2987108,1.211,1.26705,1.2345184,1.34657
4699,2.0,0.2,855,-0.7727426203116395,10.0,0.3,0.33679,0.3204867,0.2663125,0.2102197408676147,0.47021,0.38402212,0.411,0.69845,0.51166576,0.25324
4700,4.0,1.9500000000000002,399,0.46699832664479174,2.0,1.875,1.88808,1.7622869,1.8729103,1.7876800298690796,1.5601,1.1932356,1.752,1.25882,0.76878875,0.92661
4701,4.0,1.2500000000000002,893,-0.17015275759563128,5.5,1.325,1.28105,1.2844231,1.3165369,1.051007628440857,1.1419,1.2462649,1.12,1.12789,1.0841376,0.96448
4702,4.0,1.1500000000000001,671,1.0318555639299827,5.5,1.175,1.19589,1.1898211,1.2336528,1.0774469375610352,1.246,1.1471615,0.358,0.94574,0.8975671999999999,0.75146
4703,0.0,0.6500000000000001,133,-0.9027643036139631,5.5,0.55,0.79743,0.7842085,0.7739911,0.7668482661247253,1.0933,0.63570416,0.723,0.33782,0.65155095,1.11225
4704,0.0,0.5,300,-1.0380381944479764,5.5,1.325,0.52778,0.5750605,0.43887743,0.2238314747810363,0.98707,0.380589,0.82,0.56349,0.12940119,0.23517
4705,4.0,1.6500000000000001,288,-0.33068773733804846,2.0,1.425,1.59187,1.5163734,1.5685366,1.3148702383041382,1.7672,1.2618113,0.356,1.2512,0.75654846,0.84173
4706,4.0,0.25,949,0.896918738747637,2.0,0.15,0.26729,0.42590547,0.21501967,0.2484093457460403,0.24107,0.38186067,0.186,0.33814,0.3920749,0.78998
4707,2.0,1.55,937,-0.14738927112034247,6.0,1.475,1.56296,1.5070617,1.3979007,1.5857396125793457,1.6312,1.5028119,1.561,1.64778,1.6313668,1.43835
4708,1.0,0.6000000000000001,198,1.4636784316851559,5.5,0.7,0.76619,0.800668,0.7485949,0.8584927916526794,0.92651,0.5988438,0.809,0.86786,0.68692994,0.8779
4709,4.0,1.3,295,-1.2558105392377046,1.5,1.575,1.01737,1.0568925,1.1725458,1.2743480205535889,1.0956,1.120247,0.94,1.18294,0.9020177,0.72487
4710,1.0,0.5,955,-0.17847132673306584,10.0,0.55,0.57564,0.5731548,0.6418509,0.5515729188919067,0.70406,0.6722884,0.576,0.51258,0.48823297,0.94832
4711,4.0,1.2500000000000002,423,0.9681670511835088,1.0,1.375,1.12609,1.0039893,1.2578723,1.134683609008789,1.1169,0.9082602,1.06,0.73339,0.6895747,0.56505
4712,3.0,1.6500000000000001,313,2.0708894234385715,2.0,1.875,1.79961,1.5611149,1.6789285,1.725223422050476,1.7854,1.751149,1.612,1.93657,1.6698674999999998,1.66365
4713,4.0,1.2000000000000002,81,1.1308146652301518,10.0,1.275,1.24459,1.3184689,1.3989005,1.3028790950775146,1.2564,1.3413355,0.39,1.39383,0.7771821999999999,1.0927
4714,1.0,0.35000000000000003,786,0.2906350672752464,6.0,0.15,0.27626,0.2565981,0.33219296,0.204712837934494,0.22999,0.31352913,0.39,1.01455,0.5218238000000001,0.96643
4715,0.0,0.7000000000000001,335,-0.7525305167481646,1.0,1.05,0.78551,0.79145956,0.71717775,0.5026522278785706,1.1627,1.4346817,0.265,0.93235,0.6445142,0.68775
4716,3.0,1.1500000000000001,298,0.14260948122834108,6.0,1.075,1.21766,1.2358866,1.0792091,1.181325078010559,1.3685,1.2602873,1.117,1.08146,1.2857085,1.28337
4717,3.0,1.2500000000000002,440,1.2390977925739701,10.0,1.125,1.2358,1.474837,1.2241039,1.2675151824951172,1.4193,1.235799,1.448,1.23392,1.55817,1.28263
4718,3.0,1.2000000000000002,591,0.276218352060154,5.5,1.175,1.15442,1.1941869,1.3129267,1.3096710443496704,1.1224,1.3214668,1.177,1.15822,1.588975,1.27316
4719,2.0,0.05,689,0.3284935168030198,1.5,0.1,0.15596,0.11160801,0.14366081,0.20284104347229,0.26495,0.2093507,0.09,0.83952,0.4085155,0.01631
4720,3.0,1.5000000000000002,820,-1.3798241170453112,1.5,1.475,1.48138,1.5150734,1.4828541,1.5251226425170898,1.5101,1.4025239,1.265,1.29901,1.4306886,1.43495
4721,4.0,0.5,244,-1.5894306528101536,1.5,0.7,0.72937,0.7396593,0.6617677,0.5473781228065491,0.77806,0.7451126,0.556,0.59141,0.5812884,0.76791
4722,0.0,0.45,701,0.5104242313213343,2.0,0.95,0.93884,0.8603524,0.92589617,0.7764343619346619,1.0186,1.1363703,0.929,1.13072,1.0120426,0.93104
4723,4.0,1.5000000000000002,548,0.8655788539337358,6.0,1.475,1.52483,1.4578197,1.5720541,1.718078851699829,1.4137,1.1305188,1.607,1.09959,1.5297179,0.86093
4724,4.0,2.0,688,0.4961921610166156,1.0,1.625,1.82361,1.7943087,1.9322544,1.8392927646636963,0.88523,1.1641942,0.742,1.18176,0.29869115,0.59775
4725,3.0,1.7000000000000002,875,-0.22298211343437194,5.5,1.525,1.50747,1.3143758,1.4398347,1.5547776222229004,1.7031,1.5642153,1.186,1.42113,1.7798091,1.59249
4726,3.0,1.85,122,-1.7722266812686687,1.5,1.875,1.58105,1.3467364,1.573728,1.5972955226898191,1.6275,1.6670763,0.42,1.08449,1.7459724,1.57261
4727,2.0,1.2500000000000002,78,1.6838966427824136,1.5,1.275,1.46495,1.3251473,1.3611869,1.004660964012146,1.279,1.1712623,1.11,1.27425,1.3160918,1.02801
4728,1.0,0.5,85,-1.7246670155961987,5.5,0.55,0.65921,0.70705944,0.6504569,0.6541512608528137,1.038,0.57441866,0.542,1.37207,0.6734254,1.038
4729,4.0,0.15000000000000002,984,-0.4714869534381762,10.0,0.1,0.15925,0.2844884,0.3945352,0.259891927242279,0.24737,0.5909041,0.232,0.3736,0.57653207,0.88755
4730,3.0,1.2000000000000002,246,-1.2597826557091265,1.5,1.225,1.18397,1.0609343,1.1703852,1.14897358417511,1.0897,1.1301512,0.735,1.25125,1.4912832,1.05565
4731,3.0,1.6,825,-1.4104314813091328,1.5,1.325,1.39985,1.4908562,1.3122201,1.565001130104065,1.4895,1.2743629,1.139,1.29832,1.5220759,1.16299
4732,1.0,0.9500000000000001,307,3.275489481745431,5.5,0.95,0.87015,0.8833124,0.7801153,0.8003415465354919,0.78618,0.7150359,0.956,0.68027,0.85675013,0.80322
4733,0.0,0.15000000000000002,887,-0.6484656991448038,1.0,1.125,0.87904,0.916182,1.3166121,1.01833176612854,0.46692,1.0672803,1.066,0.90837,0.8001081999999999,0.69813
4734,3.0,1.3,563,-0.07843941833676692,1.5,1.325,1.2923,1.5109066,1.3716756,1.489145040512085,1.5322,1.4288962,1.164,1.33625,1.4016186000000002,1.40417
4735,2.0,0.7000000000000001,917,1.4805420009976695,1.5,0.55,0.5651,0.74788773,0.5480721,0.6413461565971375,0.4187,0.9563542,0.634,0.62658,1.1399287,0.51869
4736,3.0,1.4000000000000001,620,-0.5361948517050424,2.0,1.275,1.24365,1.4613278,1.2623472,1.2524588108062744,1.4605,1.280035,1.46,1.27912,1.2054205,1.22401
4737,0.0,0.8,855,-0.44854424523339465,1.5,0.95,0.93675,0.90746444,0.8142214,0.7920376658439636,0.83118,1.1171721,0.799,0.88804,0.8738601999999999,0.92367
4738,0.0,0.35000000000000003,529,-1.478647881410723,5.5,0.4,0.44237,0.5904378,0.3787344,0.2452475875616073,0.077126,0.6025952,0.452,0.38123,0.43650022,0.37753
4739,2.0,1.9500000000000002,670,0.032820788925116806,1.0,1.875,1.89786,1.8845212,1.679861,1.732848882675171,1.6067,1.5515251,1.828,1.73569,1.1236851,1.80638
4740,3.0,1.3,70,0.9102420644068129,5.5,1.375,1.53493,1.441192,1.5044545,1.4831174612045288,1.4104,1.497251,1.172,1.3528,1.2475029,1.41044
4741,4.0,0.6000000000000001,599,-0.5148206915398569,1.5,0.7,0.71176,0.8132265,0.76992357,0.7209562659263611,0.73254,0.8910572,0.706,0.65187,0.7838782,0.72831
4742,2.0,1.1,823,-0.16742460327907208,5.5,1.075,0.8919,1.003067,1.0277525,0.7685289978981018,1.224,1.308538,1.212,1.35895,0.95157766,1.24419
4743,0.0,0.7500000000000001,116,-0.06134272701779776,1.5,0.65,0.72386,0.7016372,0.71040165,0.7723671197891235,0.62939,1.085446,0.512,1.107,0.9158454,0.79053
4744,4.0,1.6500000000000001,694,-0.9730643630974859,5.5,1.475,1.57497,1.5561825,1.6521971,1.5977795124053955,1.6406,1.1419113,1.522,1.51048,1.3593625,1.00101
4745,1.0,0.05,140,-0.9469811496506858,6.0,0.1,0.18646,0.19811356,0.26299164,0.240273892879486,0.16934,0.44744295,0.185,0.92529,0.10413252,0.02795
4746,4.0,1.35,510,-0.33449910630028656,1.5,1.475,1.40582,1.3014272,1.1885709,1.2708367109298706,1.3146,1.1345959,1.371,1.37597,0.9218744,0.89554
4747,4.0,1.5000000000000002,776,-0.2087245691141207,1.5,1.325,1.47136,1.4172078,1.45864,1.544159770011902,0.66138,1.115826,1.447,1.30909,0.97415936,0.92542
4748,4.0,1.9500000000000002,24,-0.8911294643303695,1.5,0.25,0.74016,0.727768,0.7419419,0.3362971246242523,0.50331,0.72295976,0.472,0.875,0.63336647,0.04315
4749,2.0,1.1,333,0.6366530864907103,1.0,0.95,0.82208,0.8389112,0.81703365,0.7166396975517273,0.82934,1.0050259,0.825,0.8217,0.87902004,0.84084
4750,3.0,1.6500000000000001,237,-2.4475306965493107,10.0,1.775,1.66115,1.6254159,1.5406042,1.7191096544265747,1.6935,1.6603587,1.434,0.8988,1.2423483,1.60251
4751,0.0,0.45,455,0.2814551984011383,6.0,0.1,0.26132,0.256166,0.33219296,0.224506601691246,0.32059,0.31352913,0.279,1.33671,0.354976,1.01526
4752,0.0,0.9500000000000001,173,-0.4624955096251104,1.5,0.9,0.76353,0.7341216,1.013006,0.7481106519699097,0.90846,1.0636369,1.38,1.45788,1.8538203,0.8518
4753,2.0,1.4500000000000002,610,0.22826388092681163,1.5,1.325,1.46475,1.390474,1.2912651,1.46555757522583,1.4756,1.2450035,1.484,1.31146,1.0636122,1.20305
4754,1.0,0.4,743,0.16735053039298797,6.0,0.5,0.4965,0.5200551,0.68604815,0.4807168841361999,0.82413,0.53025687,0.489,1.05724,0.4373179,0.91395
4755,4.0,0.9500000000000001,313,0.023813075770363148,1.5,1.0,0.95308,0.952612,0.95038533,0.798732340335846,1.0581,0.97459716,1.062,1.25763,1.3175406,0.96086
4756,3.0,1.5000000000000002,745,-0.8389787733792582,6.0,1.425,1.45609,1.3605785,1.4037095,1.7178691625595093,1.5756,1.4066763,1.209,1.51538,1.5455803999999995,1.55035
4757,4.0,0.55,280,-0.8650185744109027,10.0,0.55,0.59906,0.61313725,0.6341636,0.651200532913208,0.5261,1.0468255,0.529,0.76028,1.1128163,1.02045
4758,4.0,1.6500000000000001,815,-0.7259644551799685,1.0,1.525,1.49347,1.4601445,1.5456077,1.541953206062317,1.705,1.1933479,1.41,1.52692,0.7608125,0.83165
4759,2.0,0.3,230,-0.173135397587157,5.5,0.3,0.25117,0.32861853,0.3105146,0.2116032838821411,0.41962,0.56052023,0.207,1.15902,0.3420928,0.2382
4760,1.0,0.8,252,-0.9018118957012375,5.5,0.9,0.80232,0.7987269,0.82522583,0.8441962003707886,0.79344,0.5674975,0.743,1.1077,0.90868425,0.77921
4761,4.0,0.2,521,-1.4678430986059392,1.5,0.3,0.3402,0.4116414,0.3365248,0.3034332394599914,0.41695,0.6942439,0.415,0.32092,0.71874714,0.66868
4762,4.0,1.1,825,0.6525962746466473,1.5,1.375,1.19815,1.1335822,1.2767895,1.1811556816101074,1.2539,1.1134137,1.193,0.87987,1.5292084,0.76676
4763,2.0,1.6,747,-0.6877587620152228,10.0,1.675,1.62235,1.7183563,1.7694238,1.795742750167847,1.618,1.7585592,1.748,1.52566,1.3364538,1.68274
4764,0.0,0.5,672,-0.4403028653397614,1.0,0.5,0.35095,0.2744007,0.40057552,0.2893305420875549,0.26563,0.4699152,0.676,0.25977,0.5673509,0.3332
4765,2.0,0.6000000000000001,644,-0.9749341339946546,10.0,0.7,0.65487,0.70628977,0.6852037,0.6848555207252502,0.65063,0.79982364,0.623,0.56349,1.3004938,0.59606
4766,4.0,0.8,289,-1.8829433938107296,10.0,0.85,0.91569,0.8301967,0.9824451,0.7803635597229004,0.94259,1.2085631,0.826,1.62691,0.99052113,1.12492
4767,4.0,0.15000000000000002,185,-0.3185885857952922,1.0,0.3,0.33364,0.4124358,0.37097648,0.2293466478586197,0.77455,0.6769282,0.384,0.45043,0.52735066,0.76321
4768,2.0,0.05,904,0.40929223084605443,6.0,0.1,0.12374,0.14316109,0.18166736,0.2127802819013595,0.29043,0.18539351,0.09,1.0938,0.2972665,0.06417
4769,4.0,1.85,722,-1.2991339286044092,6.0,1.875,1.8942,1.8739563,1.8764896,1.8630732297897337,1.7279,1.1006788,1.88,1.34323,1.1706382,0.85733
4770,3.0,1.9000000000000001,335,1.0955714181665273,6.0,1.825,1.77835,1.8555684,1.7182391,1.764073133468628,1.8042,1.7192278,1.826,1.6106,1.7743706,1.74742
4771,2.0,0.25,285,0.4308756985578921,2.0,0.25,0.2765,0.2799374,0.28154984,0.2148676663637161,0.34081,0.27977788,0.331,1.28364,0.33868602,0.16064
4772,4.0,0.2,392,-1.8089913777385014,2.0,0.15,0.19559,0.2449648,0.21808717,0.2727536559104919,0.3426,0.6475631,0.156,0.40192,0.6113982,0.8161
4773,2.0,1.7500000000000002,924,-1.4985128741503553,2.0,1.725,1.80525,1.7736177,1.6670945,1.6715282201766968,1.7794,1.6176616,1.82,1.57593,1.3644588,1.58603
4774,2.0,0.7500000000000001,991,1.403314627144143,10.0,0.9,0.74582,0.80114484,0.7199843,0.7292309403419495,0.81201,1.0661664,0.748,0.7758,1.4094858,0.73573
4775,0.0,0.6500000000000001,599,-0.5849641980434629,5.5,0.85,0.72304,0.78593147,0.7897892,0.7359024286270142,0.93152,0.6516642,0.442,0.89839,0.6452928000000001,0.87812
4776,2.0,0.8,252,-0.2462581160289085,10.0,1.125,1.16506,1.1740482,1.2826784,1.1348758935928345,1.243,1.1374558,1.167,1.36388,1.7855713,0.92191
4777,3.0,1.35,559,-0.1765777418715663,5.5,1.075,1.16586,1.4064084,1.178769,1.279353380203247,1.321,1.2292161,1.19,1.1923,1.5968232,1.15628
4778,0.0,0.7000000000000001,241,0.05208332414889166,5.5,0.55,0.59909,0.722919,0.61721015,0.6874495148658752,0.66521,0.7091856,0.48,0.5481,0.6669941,1.0999
4779,2.0,1.4000000000000001,58,0.42266293185829795,1.5,1.275,1.17439,0.9009987,1.177384,0.7905595898628235,0.9226,1.1328486,0.563,1.17335,0.6479655,0.98553
4780,4.0,1.05,444,1.6115927616908317,10.0,1.075,0.85093,1.0002323,1.0889205,0.8318592309951782,1.1238,1.0761778,1.024,0.9501,1.128106,0.95904
4781,0.0,0.7500000000000001,610,0.8619017861351975,5.5,0.95,0.74802,0.795827,0.7343205,0.6337785720825195,1.2581,0.6548265,0.865,0.84933,0.636835,1.03292
4782,0.0,0.2,946,0.9740350204256171,1.0,1.225,0.86063,0.84731907,0.8891487,0.8302993178367615,0.82746,1.1324348,0.863,0.88321,0.48687273,0.76174
4783,2.0,0.6500000000000001,480,1.9518195869851063,1.0,0.5,0.62421,0.5185414,0.58289444,0.5791703462600708,0.51035,0.62401754,0.619,0.6064,1.1086034,0.54122
4784,2.0,1.2000000000000002,295,0.08839618955674382,5.5,1.175,1.17413,1.2125106,1.1051773,1.221186876296997,1.3231,0.92843497,1.084,1.43656,0.68460315,1.03827
4785,2.0,1.35,379,1.1410864987773486,6.0,1.275,1.42173,1.3707112,1.2245549,1.1922247409820557,1.3048,1.3045334,1.29,1.05211,1.309426,1.21944
4786,2.0,0.5,589,0.6884481956350891,10.0,0.55,0.79778,0.66467345,0.593709,0.6804935336112976,0.53726,0.74743605,0.76,0.6191,0.7129821999999999,0.48276
4787,1.0,0.8500000000000001,854,-0.7711317711632935,5.5,0.9,0.7682,0.78702617,0.997803,0.7437183260917664,0.54839,0.4860317,0.779,1.00441,1.145241,1.1638
4788,4.0,0.45,911,-1.0338875873227444,5.5,0.75,0.59931,0.6619602,0.61542046,0.6305853128433228,0.64749,1.1327615,0.288,0.94156,0.6297361,0.92915
4789,4.0,2.0,843,1.350424769038825,5.5,1.925,1.91353,1.8804944,1.8285145,1.8498427867889404,1.8676,1.2976876,1.758,1.74187,0.09460627,0.85919
4790,2.0,1.2000000000000002,488,-0.5545526942189282,5.5,1.125,1.01306,0.9710357,1.0220363,0.7618611454963684,1.059,1.1137078,1.025,1.17407,1.1530786,1.01502
4791,2.0,1.35,93,0.5394470249659377,1.5,1.225,1.14973,1.0940639,1.1226559,0.906056821346283,1.2965,0.9236767,1.385,1.32811,0.9307566,0.81536
4792,1.0,0.25,987,0.20842633194381135,6.0,0.1,0.16424,0.16563782,0.14676747,0.2300319373607635,0.15906,0.16845936,0.205,0.60014,0.20391192,0.00181
4793,3.0,1.3,334,-0.7735667365427008,6.0,1.925,1.10625,1.9275461,1.7686759,1.7890640497207642,2.0,1.9035597,1.985,1.49844,1.8506188,1.97041
4794,1.0,0.9500000000000001,155,0.6887193769532798,10.0,0.9,0.82486,0.8249411,0.7572372,0.8755568265914917,0.92782,0.6957617,0.783,1.15951,0.8947419,0.78813
4795,2.0,0.05,390,0.6505532881157485,6.0,0.1,0.16883,0.13280043,0.1929301,0.2127262949943542,0.16993,0.2010113,0.194,0.7376,0.15724292,0.06753
4796,4.0,1.0,124,-0.1387439114734163,6.0,1.05,0.94637,0.9543582,0.91066146,1.1902166604995728,1.0729,0.7651453,0.758,1.11034,0.81257147,0.90044
4797,3.0,2.0,545,-1.6871447189967936,2.0,1.875,1.86032,1.7961087,1.7888738,1.834330916404724,1.926,1.7585335,1.64,1.61643,1.6241198,1.70954
4798,4.0,1.1500000000000001,619,-2.0094764637151648,10.0,1.125,1.02341,1.1043373,1.2720225,1.3405535221099854,1.0978,1.1395566,0.547,1.00054,1.033137,1.00318
4799,0.0,0.4,294,1.0727349475480226,1.5,0.4,0.28986,0.3054723,0.5569899,0.3935344517230987,0.94581,0.5605799,0.229,1.05534,1.3164884,0.70669
4800,3.0,1.4000000000000001,612,-1.1901562048825904,5.5,1.525,1.52351,1.513314,1.5866913,1.7764288187026978,1.0788,1.1947649,1.848,1.0711,0.9138023,1.0842
4801,2.0,0.05,422,-0.46639992502774325,6.0,0.15,0.14258,0.14081658,0.16588894,0.2155948877334594,1.5377,0.19858992,0.151,0.69903,0.3796986,0.04319
4802,0.0,0.45,617,0.18526740555884139,5.5,0.5,0.47446,0.52584225,0.4764157,0.5343417525291443,0.5978,0.5983093,0.472,0.22217,0.80162674,0.4551
4803,2.0,0.8,314,-0.7433733670853944,6.0,0.85,0.75567,0.78887886,0.7819865,0.7391456961631775,0.21049,1.0576179,0.53,1.01909,0.6074929,0.77677
4804,3.0,2.0,339,1.3621973396416125,2.0,1.925,1.93414,1.8050089,1.895381,1.8343634605407717,1.8364,1.815078,1.968,1.4548,1.8780575,1.86061
4805,2.0,1.4500000000000002,548,-0.004452110299944561,6.0,1.475,1.52079,1.5169036,1.6051179,1.6716551780700684,1.4627,1.5899572,1.375,1.4658,1.1657578000000002,1.46666
4806,2.0,1.6,814,0.9983533561308499,1.5,1.525,1.56754,1.5574207,1.5473608,1.5162951946258545,1.167,1.5662956,1.668,1.31378,0.70561236,1.40052
4807,3.0,2.0,152,-1.7085555390458322,2.0,1.725,1.5597,1.6710556,1.606863,1.630498290061951,1.7829,1.732444,1.826,1.5,1.4722756,1.80477
4808,2.0,0.35000000000000003,63,1.2843064098045711,6.0,0.2,0.73078,0.53330344,0.56681883,0.3393090963363647,0.44951,1.1591456,0.366,1.27702,0.33576903,0.191
4809,4.0,0.1,281,0.24679446791009158,1.0,0.1,0.14372,0.2747273,0.38236988,0.2056419402360916,0.19986,0.7241312,0.194,0.53663,0.4923935,0.91527
4810,0.0,0.35000000000000003,303,-1.0967040735668778,5.5,0.3,0.33756,0.31875238,0.33219296,0.2902980446815491,0.1998,0.3412388,0.321,0.5,0.52365994,0.18577
4811,2.0,0.05,230,-1.1374128449128134,1.5,0.1,0.17768,0.16751628,0.16153249,0.1953721344470977,0.62162,0.19470263,0.11,0.8315,0.10343456,0.01729
4812,2.0,1.2500000000000002,21,1.9471573816988483,2.0,1.375,1.48714,1.4593135,1.299737,1.553136944770813,1.3113,0.8025235,0.612,0.875,1.0343617,1.15228
4813,3.0,1.2500000000000002,612,0.5955579013933592,6.0,1.225,1.2698,1.4133812,1.2876434,1.4490047693252563,1.5162,1.4339277,0.295,0.78768,1.1530704,1.21324
4814,4.0,1.4000000000000001,842,-0.3149422322213286,6.0,1.475,1.48503,1.474397,1.4957052,1.627299189567566,1.4542,1.104885,1.471,1.60737,1.3550603,0.93259
4815,2.0,1.9500000000000002,124,1.5843392093942679,2.0,1.875,1.79721,1.8767396,1.831578,1.7670025825500488,1.9534,1.8013698,0.316,1.23147,1.7767906999999998,1.80866
4816,1.0,0.15000000000000002,535,1.6390169094127163,1.5,0.15,0.28608,0.28437862,0.33219296,0.2206956893205642,0.18528,0.3262955,0.235,0.5,0.5605185,0.0229
4817,3.0,1.2000000000000002,16,-0.38999426209460913,1.5,1.075,0.96962,1.0443974,1.0689249,0.8402132987976074,0.94347,1.001342,0.684,1.125,1.0252234,0.58696
4818,2.0,0.15000000000000002,205,1.1496839280116724,1.5,0.1,0.19151,0.16924495,0.21220222,0.2144214808940887,0.14256,0.25551546,0.243,1.05634,0.6578185999999999,0.11891
4819,3.0,1.9500000000000002,403,-0.6220201356245755,2.0,1.875,1.73752,1.6674589,1.6462108,1.7059201002120972,1.7571,1.7218988,1.755,1.86398,1.844101,1.70114
4820,3.0,1.1,791,0.8781599143408131,6.0,1.075,1.09089,1.5270197,1.3717059,1.44347083568573,1.4846,1.3354453,0.875,1.62255,1.2513233,1.50347
4821,0.0,0.55,301,0.3375688538156132,10.0,0.25,0.34502,0.4334091,0.29815608,0.3109972774982452,0.45204,0.5529568,0.326,0.7188,0.7118031,0.95306
4822,2.0,1.6,393,-0.40549860381007774,10.0,1.575,1.65798,1.6877265,1.7164022,1.738433837890625,1.7154,1.7000146,1.665,1.37649,1.7320153000000005,1.54554
4823,0.0,0.4,347,0.36129965148173443,6.0,0.95,0.73448,0.68860066,0.72522974,0.5684412717819214,0.91618,0.8761045,0.796,0.87383,0.8206081000000001,0.98251
4824,2.0,0.3,51,-1.5607516346555033,1.0,0.2,0.30578,0.26789162,0.42152426,0.2561790943145752,0.35002,0.7644297,0.231,0.66292,0.12510489,-0.01161
4825,3.0,1.8,995,0.09649369550509103,1.5,1.875,1.89011,1.6107354,1.7484571,1.807547092437744,1.5876,1.6508774,1.696,1.57221,1.541849,1.67357
4826,2.0,1.7000000000000002,598,1.376957141624172,5.5,1.725,1.76281,1.7306713,1.5944468,1.7404465675354004,1.8043,1.6331906,1.772,1.56991,1.8452749,1.56038
4827,2.0,0.8500000000000001,253,-2.358812151759967,10.0,1.0,0.86269,0.840321,0.943753,0.725847601890564,1.1002,1.0587248,0.833,0.71538,0.90681,0.82015
4828,2.0,1.4000000000000001,993,-0.5701780162771997,2.0,1.325,1.36299,1.4716958,1.3350743,1.2688273191452026,1.1437,1.4500165,1.263,1.48366,1.0544281,1.43789
4829,3.0,1.55,829,-0.6887505682213483,10.0,1.675,1.66251,1.4475448,1.5135158,1.7733519077301023,1.7686,1.711551,1.623,1.43377,1.5230861999999998,1.70757
4830,2.0,0.15000000000000002,402,1.7813571236081949,6.0,0.15,0.2163,0.24675307,0.20606893,0.2233863621950149,0.32167,0.26151472,0.254,0.8031,0.5381130999999999,0.13455
4831,4.0,0.6500000000000001,550,-0.6776758865428926,1.5,0.7,0.79884,0.74090445,0.6975416,0.6693021655082703,0.98176,1.0861989,0.522,0.56,0.64829236,0.79063
4832,4.0,0.8500000000000001,221,-1.192739810298046,1.5,0.65,0.65546,0.68232226,0.6586,0.6876618266105652,0.61258,0.9466479,0.297,0.70744,0.514131,0.58462
4833,3.0,1.2500000000000002,918,0.11662845973665556,1.0,1.325,1.3334,1.3541242,1.2464265,1.3900811672210691,1.5034,1.2222525,1.226,1.10248,0.9868655,1.16639
4834,4.0,1.3,143,-0.34245548707175383,6.0,1.225,1.45995,1.3759406,1.4837743,1.2898316383361816,1.347,1.1293851,0.271,1.31383,1.0165998,1.03888
4835,1.0,0.4,11,-0.3826709440156564,2.0,0.5,0.5372,0.6385752,0.8843931,0.6302502751350403,0.33346,0.6729562,0.337,0.875,0.7278420999999999,-0.6724
4836,2.0,1.8,163,2.0029378967340885,1.0,1.925,1.38375,1.8214475,1.8329271,1.8101109266281128,1.8531,1.7585335,1.838,1.5,1.653811,1.81148
4837,3.0,1.05,539,0.9529105590562267,6.0,1.125,1.19386,1.3648095,1.1805167,1.3063217401504517,1.3792,1.2507614,1.09,1.09349,1.4856796,1.33307
4838,0.0,0.35000000000000003,49,0.07549609327153693,5.5,0.9,0.97049,0.84857833,0.54750496,0.5943135619163513,0.44359,0.6595227,1.311,0.56078,0.78669864,1.06819
4839,2.0,1.2500000000000002,371,-0.20638486761239108,10.0,1.325,1.41276,1.3975978,1.3636267,1.383167028427124,1.3626,1.4188024,1.118,1.52769,1.3926398000000002,1.32858
4840,2.0,0.25,985,0.7707454539106996,10.0,0.35,0.31872,0.33903158,0.3167659,0.239314779639244,0.3785,0.3158453,0.313,0.35865,0.38573533,0.26591
4841,4.0,1.8,445,-0.4546726091475653,1.0,1.825,1.77853,1.6589233,1.7032567,1.77178692817688,1.7674,1.2243514,0.327,1.35651,0.56696826,0.57033
4842,4.0,1.8,930,-0.6562000516640863,1.5,1.725,1.67425,1.6412871,1.7380086,1.852970004081726,1.824,1.1865394,1.78,1.7456,0.6003102,1.00092
4843,2.0,1.2000000000000002,27,1.322158654265257,2.0,0.65,0.92323,0.75159323,0.6507342,0.6011437177658081,0.61483,0.7139118,0.725,0.72482,0.977566,1.081
4844,2.0,1.9500000000000002,440,-0.5803066938107001,1.5,1.875,1.87449,1.8557225,1.7511355,1.7825472354888916,1.7823,1.7259907,1.864,1.7259,1.0971164,1.79666
4845,4.0,1.2500000000000002,644,-0.430717723641314,1.5,1.225,1.13864,1.083708,1.44495,1.531631588935852,0.43239,1.1412007,1.193,1.49676,1.779468,0.84146
4846,2.0,0.6500000000000001,148,-0.6753924771228559,6.0,1.175,1.08948,1.0258622,1.1635474,0.8185731768608093,0.74946,1.1176348,0.648,1.44949,1.5205788999999998,0.72645
4847,4.0,2.0,680,1.5729093878389877,2.0,1.925,1.87341,1.8512186,1.9033544,1.868950605392456,1.7243,1.1068192,1.854,1.08148,1.8098137,0.86816
4848,4.0,1.3,387,0.03794302313847699,2.0,1.275,1.32043,1.3003366,1.2980144,1.0540573596954346,1.2919,1.1345959,1.511,1.29584,1.6059594,0.93307
4849,3.0,1.55,504,-0.3492746419943861,1.5,1.725,1.65922,1.6107813,1.5689982,1.7693312168121338,1.7431,1.5095832,1.519,1.4791,1.3286918,1.45271
4850,2.0,0.6500000000000001,913,0.29231211544882324,1.5,0.55,0.57197,0.56093055,0.7129054,0.6890450119972229,0.77944,0.9114636,0.597,0.62806,0.59501785,0.59518
4851,2.0,1.1,608,-0.2654316269388578,6.0,1.0,0.86048,0.8891274,1.0838778,0.8000218868255615,1.1031,1.1601139,0.757,0.81872,0.94993025,0.94642
