,model,alpha,length,diff_coef,loc_error,UCL,UCL_a,UCL_c,UCL_f,UCL_l,UCL_s,eduN,eduN_a,eduN_c,eduN_f,eduN_l,eduN_s,UPV-MAT,UPV-MAT_a,UPV-MAT_c,UPV-MAT_f,UPV-MAT_l,UPV-MAT_s,Erasmus MC,Erasmus MC_a,Erasmus MC_c,Erasmus MC_f,Erasmus MC_l,Erasmus MC_s,WUST ML A,WUST ML A_a,WUST ML A_c,WUST ML A_f,WUST ML A_l,WUST ML A_s,WUST ML B,WUST ML B_a,WUST ML B_c,WUST ML B_f,WUST ML B_l,WUST ML B_s,BIT,BIT_a,BIT_c,BIT_f,BIT_l,BIT_s
2365,2.0,1.05,738,-0.2654796991501224,1.67,2,0.0,0.0,0.8588,0.0,0.1412,2,0.24833,0.0001,0.51279,0.00013,0.23865,2,0.0,0.0,0.51,0.03,0.46,2,0.001732459408231,0.0001014515873976,0.5556703805923462,0.0301288031041622,0.4123668670654297,4,0,0,0,0,1,3,0.0015830234803562184,8.285683259978811e-05,0.26363894025540097,0.5507996122858649,0.18389556714577793,1,0.0,1.0,0.0,0.0,0.0
2366,2.0,0.25,498,-2.3101048052223576,4.33,2,0.0,0.0,1.0,0.0,0.0,2,3e-05,2e-05,0.99993,0.0,2e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.0040892623364925,0.4569778442382812,0.5330561995506287,0.0006050515803508,0.0052716727368533,2,0,0,1,0,0,2,8.840737180375985e-05,3.1600394392197e-05,0.9997077830441016,7.269936632943446e-06,0.0001649392530694867,0,0.53646,0.46354,0.0,0.0,0.0
2367,1.0,0.9000000000000001,675,0.3779396710532231,1.0,1,0.0708,0.9292,0.0,0.0,0.0,1,0.06866,0.93132,0.0,2e-05,0.0,1,0.02,0.98,0.0,0.0,0.0,1,0.0095529872924089,0.9885334372520448,0.0012512091780081,0.0003775932709686,0.0002847420109901,1,0,1,0,0,0,0,0.5793636126980525,0.0026139127766695337,0.004188788000526196,0.00028982170374192834,0.4135438648210097,1,0.0,1.0,0.0,0.0,0.0
2368,0.0,0.6500000000000001,571,-0.6588108360578788,1.67,0,1.0,0.0,0.0,0.0,0.0,0,0.99768,0.0022,2e-05,0.0,9e-05,0,0.99,0.0,0.0,0.0,0.01,0,0.9940797090530396,0.0025180776137858,0.0011913697235286,6.727613072143868e-05,0.0021436137612909,0,1,0,0,0,0,0,0.9036871060910269,0.08964406654133697,0.0005138256045668816,0.00016821029788357403,0.005986791465185833,2,0.0,0.0,0.60417,0.0,0.39583
2369,1.0,0.3,274,0.49525203056319694,7.0,1,0.0057,0.9943,0.0,0.0,0.0,1,0.01219,0.98595,0.0,0.00185,0.0,1,0.01,0.99,0.0,0.0,0.0,1,0.0096687087789177,0.988381326198578,0.0012813562061637,0.0003379644476808,0.0003306120634078,1,0,1,0,0,0,1,0.04671580704736285,0.9532398899795805,1.9420682382498404e-05,1.1617025494978796e-05,1.3265265179324052e-05,1,0.0,1.0,0.0,0.0,0.0
2370,3.0,1.05,198,0.9426362559397304,4.0,3,0.0,0.0,0.0004,0.9996,0.0,3,0.01568,0.00036,0.16919,0.79469,0.02008,2,0.01,0.0,0.48,0.36,0.15,3,0.0012880908325314,0.0003637723566498,0.3399828374385834,0.6326313614845276,0.0257339421659708,3,0,0,0,1,0,3,0.003186342699427652,0.0001616055294638222,0.08012327610654996,0.4751405816186552,0.44138819404590335,2,0.0,0.0,1.0,0.0,0.0
2371,1.0,0.45,568,-0.3636378599658108,4.33,1,0.0369,0.9631,0.0,0.0,0.0,1,0.15997,0.8389,4e-05,0.00106,4e-05,1,0.06,0.94,0.0,0.0,0.0,1,0.015996053814888,0.9823294281959534,0.0010059569031,0.0003674964536912,0.0003010658256243,0,1,0,0,0,0,1,0.415322335205107,0.5844253162575189,2.626087297795991e-05,1.612234519098069e-05,0.00020996531920519716,0,1.0,0.0,0.0,0.0,0.0
2372,4.0,0.05,179,-0.9454338289269388,4.67,4,0.0004,0.0,0.0,0.0,0.9996,4,0.02507,0.0,0.0,0.0,0.97493,4,0.0,0.0,0.0,0.0,1.0,4,0.0035527641884982,0.000177431065822,0.0046823313459753,0.0004266469331923,0.991160809993744,4,0,0,0,0,1,1,0.21070121320964091,0.760120231784692,0.0003049563023254688,0.0006760224929415276,0.028197576210400047,4,0.0,0.0,0.0,0.0,1.0
2373,3.0,1.8,264,-0.6963626055931711,1.0,3,0.0,0.0,0.0031,0.9969,0.0,3,4e-05,0.0,0.07309,0.92683,3e-05,3,0.0,0.0,0.0,1.0,0.0,3,7.881296187406406e-05,0.0001103083995985,0.0008819922222755,0.9988532066345216,7.577713404316455e-05,3,0,0,0,1,0,2,0.0005344037579549749,3.008314076249765e-05,0.9836171560222906,0.012449340269041152,0.0033690168099508007,2,0.0,0.0,1.0,0.0,0.0
2374,2.0,1.9000000000000001,674,-0.06470577216104433,1.67,2,0.0,0.0,1.0,0.0,0.0,2,1e-05,0.0,0.99999,0.0,1e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.0009014778188429,0.0024104963522404,0.991585612297058,0.0016572138993069,0.003445130540058,2,0,0,1,0,0,2,3.6533187807161374e-05,4.053439526918128e-06,0.9997315629225912,0.00018232064140074263,4.552980867357938e-05,2,0.0,0.0,1.0,0.0,0.0
2375,4.0,0.55,672,-0.9895526435980193,1.33,4,0.0,0.0,0.0,0.0,1.0,4,0.00332,0.0,6e-05,0.0,0.99662,4,0.0,0.0,0.0,0.0,1.0,4,0.0034819564316421,0.0001761821913532,0.0046009849756956,0.0004049111739732,0.9913359880447388,4,0,0,0,0,1,4,0.30083897169496704,0.00039288976854605736,0.005572881932809338,0.0031863904207287065,0.690008866182949,4,0.0,0.0,0.0,0.0,1.0
2376,2.0,0.45,972,1.9512676397271205,7.33,2,0.0,0.0,0.9999,0.0,0.0,2,0.00129,0.0,0.99787,0.0,0.00084,2,0.0,0.0,1.0,0.0,0.0,2,0.0009964775526896,0.0024917058181017,0.9912706613540648,0.0015592986019328,0.0036817963700741,2,0,0,1,0,0,2,2.079374519452408e-05,4.285494138901141e-06,0.9998591460789795,3.1892061295914314e-06,0.0001125854755577998,0,0.55208,0.44792,0.0,0.0,0.0
2377,1.0,0.55,38,1.0232646824989273,4.0,1,0.0017,0.9983,0.0,0.0,0.0,1,0.05485,0.87944,1e-05,0.06559,0.0001,1,0.03,0.97,0.0,0.0,0.0,1,0.0099496636539697,0.9894961714744568,0.0004969641449861,1.860737711467664e-06,5.5302483815466985e-05,1,0,1,0,0,0,1,0.0013284000062528535,0.9986311650202717,1.1323688299992004e-05,1.0026607273037468e-05,1.908467790203028e-05,0,1.0,0.0,0.0,0.0,0.0
2378,1.0,0.5,541,-1.2857794231903996,1.67,1,0.3378,0.6622,0.0,0.0,0.0,1,0.29206,0.7058,0.0,0.00213,1e-05,1,0.15,0.85,0.0,0.0,0.0,1,0.0298891253769397,0.9686106443405152,0.0008002018439583,0.0003259093209635,0.0003740833199117,1,0,1,0,0,0,0,0.5252737540604363,0.47403677357468194,2.120967587445712e-05,2.1885080666363967e-05,0.0006463776083408735,0,1.0,0.0,0.0,0.0,0.0
2379,2.0,0.8500000000000001,632,1.516103425235186,7.33,2,0.0,0.0,0.9159,0.0,0.084,2,0.20894,0.00012,0.62381,4e-05,0.16709,2,0.01,0.0,0.57,0.0,0.42,2,0.0044434443116188,0.0001815600990084,0.7386531233787537,0.0036607098300009,0.2530612647533417,2,0,0,1,0,0,2,0.0007050838356630831,3.246070481789316e-05,0.9015982652751309,0.0007311442257195381,0.09693304595866845,2,0.0,0.0,1.0,0.0,0.0
2380,2.0,0.3,590,0.07077038830552528,4.0,2,0.0,0.0,1.0,0.0,0.0,2,2e-05,3e-05,0.99994,0.0,1e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.0040867407806217,0.3995383977890014,0.5904847383499146,0.0006034068064764,0.0052867345511913,2,0,0,1,0,0,2,2.517300615328189e-05,3.0061891637915095e-05,0.9991653605423875,8.296956739385285e-06,0.0007711076030821325,2,0.0,0.0,1.0,0.0,0.0
2381,0.0,0.05,836,-0.011963662954382823,7.33,0,1.0,0.0,0.0,0.0,0.0,0,0.88714,0.00347,0.04953,1e-05,0.05985,0,0.95,0.0,0.02,0.0,0.03,0,0.9941927790641784,0.002356928307563,0.0011735513107851,7.146997086238116e-05,0.0022052219137549,0,1,0,0,0,0,0,0.9317759779409784,3.417795299215896e-05,0.0027490127915666142,6.476790038365233e-05,0.06537606341407937,3,0.0,0.0,0.0,1.0,0.0
2382,2.0,0.15000000000000002,220,-1.6146381942276717,1.0,2,0.0021,0.0,0.9978,0.0,0.0001,2,0.00016,0.02014,0.97961,2e-05,7e-05,2,0.03,0.18,0.79,0.0,0.0,1,0.0045838523656129,0.8385241031646729,0.1533207595348358,0.0015313489129766,0.0020398979540914,2,0,0,1,0,0,2,0.005544684429545104,0.12250553325629548,0.8708784030795763,4.642437778898694e-05,0.001024954856794102,2,0.0,0.0,1.0,0.0,0.0
2383,2.0,0.05,482,0.24290309288074477,4.67,2,0.0004,0.0,0.9996,0.0,0.0,2,0.0002,0.31341,0.68629,7e-05,3e-05,2,0.01,0.19,0.8,0.0,0.0,1,0.0036516289692372,0.899351179599762,0.0932396501302719,0.0019973088055849,0.001760316081345,2,0,0,1,0,0,1,0.002495251700864081,0.5042841961297462,0.49260917573909047,8.270842037995667e-05,0.0005286680099192723,0,0.55208,0.44792,0.0,0.0,0.0
2384,3.0,1.55,322,-1.7202652340221716,4.33,3,0.0,0.0,0.0001,0.9999,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,7.940327486721799e-05,0.0001107607968151,0.0008808764978311,0.9988528490066528,7.614112109877169e-05,3,0,0,0,1,0,2,5.947352347206082e-05,6.888086389920377e-06,0.959556257231634,0.04023795486854938,0.0001394262899543807,3,0.0,0.0,0.0,1.0,0.0
2385,4.0,0.3,487,-0.028321159971161174,1.67,4,0.0,0.0,0.0,0.0,1.0,4,0.00127,0.0,1e-05,0.0,0.99872,4,0.0,0.0,0.0,0.0,1.0,4,0.0035105627030134,0.0001773822295945,0.0046208561398088,0.0004100181395187,0.9912812113761902,4,0,0,0,0,1,0,0.990745797553355,0.005146859942811685,0.0005426212995970485,4.803843800187016e-05,0.003516682766234363,0,1.0,0.0,0.0,0.0,0.0
2386,4.0,1.9000000000000001,963,-0.13693190314033615,4.33,4,0.0,0.0,0.0,0.0,1.0,4,5e-05,0.0,2e-05,0.0,0.99993,4,0.0,0.0,0.0,0.0,1.0,4,0.0011548995971679,0.0002596642589196,0.0068654636852443,0.0003016659757122,0.9914182424545288,4,0,0,0,0,1,4,0.00019589058652895127,4.3051004074307465e-05,0.016754901881862475,6.363867203894454e-05,0.9829425178554954,4,0.0,0.0,0.0,0.0,1.0
2387,3.0,1.55,634,-0.011803928302315346,4.67,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,7.885693776188418e-05,0.0001104648326872,0.0008859666995704,0.9988484382629396,7.625174475833774e-05,3,0,0,0,1,0,3,3.430249532783612e-06,3.2211481055135815e-07,0.04893158310264242,0.9509989554574851,6.570907552881335e-05,3,0.0,0.0,0.0,1.0,0.0
2388,2.0,1.8,627,1.2792029211830465,7.33,2,0.0,0.0,1.0,0.0,0.0,2,1e-05,0.0,0.99999,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,2,0.0009673377498984,0.0025749069172888,0.9914597272872924,0.0015474724350497,0.0034506097435951,2,0,0,1,0,0,2,1.4612261264112536e-05,3.141641880782387e-06,0.9997368495862334,0.00021577149164519877,2.962501897633028e-05,2,0.0,0.0,1.0,0.0,0.0
2389,2.0,0.45,226,-0.029748489788738463,1.67,2,0.0006,0.0,0.9757,0.0,0.0237,2,0.00332,1e-05,0.99121,0.0,0.00546,2,0.01,0.01,0.98,0.0,0.0,1,0.0046335370279848,0.5515185594558716,0.4385876655578613,0.0007626542937941,0.0044975997880101,2,0,0,1,0,0,2,0.019975626500718106,0.06478255758313443,0.9144179224167331,0.00010530001664766075,0.0007185934827667976,2,0.0,0.0,1.0,0.0,0.0
2390,4.0,1.8,146,0.8904193791675279,2.0,4,0.0013,0.0,0.0,0.0,0.9987,4,0.16474,0.00209,0.17745,0.0002,0.65552,4,0.0,0.0,0.02,0.0,0.98,4,0.013844353146851,0.0014796167379245,0.0522138997912406,0.0001525790721643,0.9323095679283142,4,0,0,0,0,1,2,0.02882804906566364,0.002821243811483502,0.498988321816424,0.0011513969650526986,0.468210988341376,4,0.0,0.0,0.0,0.0,1.0
2391,0.0,0.05,75,0.03947036057288013,4.67,0,1.0,0.0,0.0,0.0,0.0,0,0.36219,0.2103,0.16761,0.07707,0.18283,4,0.1,0.0,0.23,0.06,0.61,0,0.995168685913086,0.0020624047610908,0.0006553421844728,2.598499304440338e-05,0.0020875826012343,2,0,0,1,0,0,0,0.9071542250736541,0.0009868480832009713,0.0032737342254201426,0.0005047065165934853,0.08808048610113128,4,0.0,0.0,0.29167,0.0,0.70833
2392,2.0,0.6500000000000001,372,0.5446135357891283,4.33,2,0.0,0.0,0.9989,0.0,0.001,2,0.01993,1e-05,0.96269,0.0,0.01737,2,0.04,0.0,0.91,0.0,0.05,2,0.0011124380398541,0.0022416149731725,0.9906333684921264,0.0014004537370055,0.0046120840124785,2,0,0,1,0,0,4,0.0005960086033663641,2.273078614167869e-05,0.04205075497068224,0.000440820068343564,0.9568896855714659,2,0.0,0.083333,0.91667,0.0,0.0
2393,4.0,0.1,258,-0.2757075533076662,1.67,4,0.0,0.0,0.0,0.0,1.0,4,0.03153,0.0,1e-05,0.0,0.96846,4,0.0,0.0,0.0,0.0,1.0,4,0.0036269300617277,0.0001806456129997,0.0046639619395136,0.00043749625911,0.991091012954712,0,1,0,0,0,0,0,0.83640898870968,0.0022432622446129824,0.002382181429417044,0.0022937790088281298,0.1566717886074618,4,0.0,0.0,0.0,0.0,1.0
2394,3.0,1.2500000000000002,60,0.7484351729299012,1.33,2,0.0001,0.0,0.9864,0.0,0.0135,3,0.10474,0.0007,0.27341,0.49606,0.12509,3,0.0,0.0,0.11,0.8,0.09,3,2.38020220422186e-05,7.438842203555396e-06,0.0014154248638078,0.998230278491974,0.000323037529597,3,0,0,0,1,0,4,0.009043494039437213,0.0002510014853368184,0.39291811762686474,0.15585690471997884,0.4419304821283824,2,0.0,0.0,0.93229,0.0,0.067708
2395,2.0,0.9500000000000001,488,-1.6295219660149767,4.67,4,0.0,0.0,0.2053,0.0,0.7946,0,0.37622,0.0001,0.24996,0.0001,0.37361,4,0.01,0.0,0.07,0.0,0.92,4,0.0021053978707641,0.0001272214722121,0.0778713151812553,0.0060168346390128,0.9138792157173156,4,0,0,0,0,1,4,0.010993748108564417,2.1771010428394383e-05,0.0006468860395623853,0.00018137729140926692,0.9881562175500357,2,0.0,0.0,0.77604,0.0,0.22396
2396,4.0,0.1,365,2.1842056762977995,4.33,4,0.0006,0.0,0.0,0.0,0.9994,4,0.00642,0.0,1e-05,0.0,0.99357,4,0.0,0.0,0.0,0.0,1.0,4,0.0034850975498557,0.0001766640634741,0.0046170791611075,0.0004058806225657,0.9913152456283568,4,0,0,0,0,1,4,0.2684609154432768,0.009352513329892792,0.010106856895428668,0.009764212285419568,0.702315502045982,0,1.0,0.0,0.0,0.0,0.0
2397,3.0,1.4000000000000001,798,1.027772073331593,2.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,7.789533992763609e-05,0.0001094559993362,0.0008861418464221,0.9988510608673096,7.549276779172942e-05,3,0,0,0,1,0,3,7.20163061840626e-06,1.2426890673433503e-06,0.0012671582574477727,0.9986895891235338,3.4808299332376224e-05,2,0.0,0.0,1.0,0.0,0.0
2398,1.0,0.4,241,-0.010636945961518906,7.0,1,0.0079,0.9921,0.0,0.0,0.0,1,0.11336,0.88481,1e-05,0.00181,1e-05,1,0.04,0.96,0.0,0.0,0.0,1,0.022076990455389,0.9763045907020568,0.0009268025751225,0.0002644285559654,0.00042724882951,1,0,1,0,0,0,1,0.09790175496021562,0.9020300182192675,1.1252678553763464e-05,1.0655214299975806e-05,4.6318927663037694e-05,0,1.0,0.0,0.0,0.0,0.0
2399,3.0,1.35,228,-0.01623723063927735,7.33,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.00013,0.99987,0.0,3,0.0,0.0,0.01,0.99,0.0,3,7.79118636273779e-05,0.0001095346742658,0.000899045029655,0.9988371729850768,7.636892405571416e-05,3,0,0,0,1,0,3,0.00032153111453021654,7.584432662780303e-06,0.08966866260419079,0.896091692795078,0.013910529053538408,3,0.0,0.0,0.0,1.0,0.0
2400,1.0,0.9500000000000001,108,-0.03894038684709265,4.0,1,0.0019,0.9981,0.0,0.0,0.0,1,0.15334,0.83296,0.00328,0.01002,0.00039,1,0.17,0.83,0.0,0.0,0.0,1,0.1429231017827987,0.8555905222892761,0.000899585080333,0.000229134762776,0.0003577220486477,1,0,1,0,0,0,0,0.6192879411195286,0.3786350164119576,0.00036341575214898054,7.71036663201603e-05,0.0016365230500447671,3,0.0,0.0,0.0,1.0,0.0
2401,1.0,1.0,227,-0.723310027105271,1.67,1,0.2384,0.7616,0.0,0.0,0.0,1,0.04004,0.95994,0.0,2e-05,0.0,1,0.04,0.96,0.0,0.0,0.0,1,0.0088873170316219,0.9891493916511536,0.0012982451589778,0.0003627990954555,0.0003022034361492,0,1,0,0,0,0,1,0.14724688834965133,0.8417198237823684,0.00017112281591329925,5.336233343557508e-05,0.010808802718631423,3,0.0,0.0,0.0,1.0,0.0
2402,1.0,0.35000000000000003,512,-0.5968977421609588,7.0,1,0.0082,0.9918,0.0,0.0,0.0,1,0.0634,0.9357,0.0,0.0009,0.0,1,0.02,0.98,0.0,0.0,0.0,1,0.0086209392175078,0.9893434047698976,0.0013668916653841,0.0003487689828034,0.0003199180937372,1,0,1,0,0,0,1,0.0021133478461064776,0.9978626715941827,1.04629709081828e-05,9.748846805765229e-06,3.768741996472975e-06,3,0.0,0.0,0.0,1.0,0.0
2403,0.0,0.8500000000000001,178,0.6625170476081174,4.0,0,0.9987,0.0013,0.0,0.0,0.0,1,0.42942,0.51639,0.01514,0.00014,0.03892,0,0.99,0.0,0.0,0.0,0.01,0,0.987439751625061,0.0021835500374436,0.0032538138329982,0.0001358780136797,0.006986980792135,0,1,0,0,0,0,3,0.0015136030123039988,3.206507026185522e-06,0.014435179866685762,0.9800163444824412,0.0040316661315426385,3,0.0,0.0,0.0,1.0,0.0
2404,1.0,0.6000000000000001,586,-1.216719051847198,7.0,1,0.0052,0.9948,0.0,0.0,0.0,1,0.17809,0.82187,0.0,4e-05,1e-05,1,0.12,0.88,0.0,0.0,0.0,1,0.0097357938066124,0.9883450269699096,0.001240323879756,0.0003615829045884,0.0003173147852066,1,0,1,0,0,0,1,0.17329437532428627,0.8262636950066222,4.827104400285059e-05,2.3135549691765004e-05,0.0003705230753968492,3,0.0,0.0,0.0,1.0,0.0
2405,1.0,0.9000000000000001,584,-2.15864930696609,4.33,1,0.0006,0.9994,0.0,0.0,0.0,1,0.00103,0.99893,0.0,4e-05,0.0,1,0.0,1.0,0.0,0.0,0.0,1,0.0082892486825585,0.9896340370178224,0.0014160792343318,0.0003452024539001,0.0003154969599563,1,0,1,0,0,0,0,0.936572814840672,0.06332514456313963,9.027567186343457e-06,4.232636341652204e-06,8.878039266053398e-05,3,0.0,0.0,0.0,1.0,0.0
2406,1.0,0.15000000000000002,692,-1.7113137077083709,4.33,1,0.0106,0.9894,0.0,0.0,0.0,1,0.09,0.90656,0.0,0.00344,1e-05,1,0.05,0.95,0.0,0.0,0.0,1,0.0112259574234485,0.9869195818901062,0.0011648393701761,0.000357180746505,0.0003324382414575,1,0,1,0,0,0,1,0.002084862170875257,0.997908503968948,2.990415372025681e-06,1.1187463735875723e-06,2.524698430676812e-06,1,0.0,1.0,0.0,0.0,0.0
2407,2.0,0.6500000000000001,456,1.6700169695098255,4.33,2,0.0002,0.0,0.9783,0.0,0.0215,2,0.12233,8e-05,0.78981,1e-05,0.08777,2,0.01,0.0,0.79,0.0,0.2,2,0.0011852019233629,0.0021146084181964,0.9901864528656006,0.0014388932613655,0.0050748353824019,4,0,0,0,0,1,2,1.3713758808988092e-05,3.773553575600172e-06,0.9998028184360868,2.5176307788879246e-06,0.00017717662074974279,2,0.0,0.0,0.71875,0.0,0.28125
2408,0.0,0.7000000000000001,406,-1.050848488045829,4.33,0,0.9997,0.0003,0.0,0.0,0.0,0,0.98581,0.01411,2e-05,3e-05,3e-05,0,0.99,0.01,0.0,0.0,0.0,0,0.9941416382789612,0.0024980038870126,0.0011750280391424,6.882658635731786e-05,0.002116521121934,0,1,0,0,0,0,0,0.8094929526869294,0.1894902815443069,9.109116020511104e-05,3.12357312966915e-05,0.0008944388772622131,0,1.0,0.0,0.0,0.0,0.0
2409,1.0,0.45,762,1.0344379501162022,7.0,1,0.0099,0.9901,0.0,0.0,0.0,1,0.01008,0.98975,0.0,0.00016,0.0,0,0.72,0.28,0.0,0.0,0.0,1,0.0105652790516614,0.9875263571739196,0.0012506869388744,0.0003142526838928,0.0003435296530369,1,0,1,0,0,0,1,0.3958041544616727,0.604176443617793,2.60010922441774e-06,4.306832985337459e-06,1.2494978324606117e-05,3,0.0,0.0,0.0,1.0,0.0
2410,0.0,0.9500000000000001,80,-1.5290935111424842,4.33,0,0.9999,0.0001,0.0,0.0,0.0,1,0.24123,0.51809,0.1114,0.01193,0.11735,0,0.81,0.0,0.08,0.0,0.11,0,0.9973108768463136,0.0019342529121786,0.0002255737199448,9.04377975530224e-06,0.0005204008193686,2,0,0,1,0,0,0,0.932060158208863,0.06242450384956107,0.0006008665287830816,0.00045499364951671857,0.004459477763276129,3,0.0,0.0,0.0,1.0,0.0
2411,0.0,0.1,551,-1.071505767459957,10.0,0,1.0,0.0,0.0,0.0,0.0,0,0.67262,0.31484,0.0084,1e-05,0.00413,0,1.0,0.0,0.0,0.0,0.0,0,0.9940696954727172,0.0024969046935439,0.0012313001789152,7.170421304181218e-05,0.0021302837412804,0,1,0,0,0,0,0,0.9699860392405213,0.0002420303494228153,0.0005873461002835302,6.09172304730398e-05,0.029123667079299583,3,0.0,0.0,0.0,1.0,0.0
2412,4.0,0.15000000000000002,529,-0.5504492350729909,10.0,4,0.0,0.0,0.0,0.0,1.0,4,0.00625,0.0,1e-05,0.0,0.99375,4,0.0,0.0,0.0,0.0,1.0,4,0.0034393842797726,0.0001760505401762,0.0046313502825796,0.0004047517722938,0.9913484454154968,4,0,0,0,0,1,0,0.6883804085884119,0.16239020105520943,0.0001197989448461594,8.045095139954704e-05,0.1490291404601331,0,1.0,0.0,0.0,0.0,0.0
2413,0.0,0.8,806,-1.5490928899084924,7.33,0,1.0,0.0,0.0,0.0,0.0,0,0.99955,2e-05,0.0,0.0,0.00043,0,0.91,0.09,0.0,0.0,0.0,0,0.994210720062256,0.0023544558789581,0.0011433050967752,7.098448259057477e-05,0.0022204157430678,0,1,0,0,0,0,1,0.006972062765251759,0.9929951253612563,7.563064807787585e-06,2.335308594330514e-07,2.5015277824671147e-05,3,0.0,0.0,0.0,1.0,0.0
2414,2.0,1.9000000000000001,10,0.9981336531451123,1.67,3,0.1459,0.0016,0.2529,0.5983,0.0014,2,0.22457,0.12442,0.31908,0.06077,0.27116,3,0.0,0.0,0.49,0.51,0.0,2,0.000402327539632,0.0001765029737725,0.9974673986434937,0.0006716586067341,0.0012820130214095,2,0,0,1,0,0,3,0.0010698507280260984,0.00016149725292864835,0.28475533739964287,0.7128271128070952,0.0011862018123072063,2,0.0,0.0,1.0,0.0,0.0
2415,4.0,1.55,72,0.26793994369019,1.33,4,0.0288,0.0,0.2491,0.0,0.7221,2,0.08629,0.04977,0.74534,0.00376,0.11484,4,0.1,0.0,0.14,0.02,0.74,2,0.0064121624454855,0.1993070095777511,0.784024715423584,0.0015931822126731,0.0086629195138812,4,0,0,0,0,1,2,0.0004764666128237076,4.667026814254252e-06,0.994810733865826,0.002433882313757375,0.002274250180778711,0,0.69271,0.30729,0.0,0.0,0.0
2416,0.0,0.9000000000000001,164,-1.746239601013823,7.0,0,0.9936,0.0064,0.0,0.0,0.0,0,0.89907,0.10037,1e-05,0.0001,0.00045,1,0.4,0.59,0.0,0.0,0.01,0,0.783085823059082,0.2075135856866836,0.0040586702525615,0.0001077356064342,0.0052342237904667,0,1,0,0,0,0,1,0.3464657763828789,0.4005210024948306,0.00022353404735778217,0.00026639248874747327,0.2525232945861853,3,0.0,0.0,0.0,1.0,0.0
2417,3.0,1.9500000000000002,319,1.5167062578282682,7.33,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.99999,0.0,3,0.0,0.0,0.01,0.99,0.0,3,8.281620830530301e-05,0.0001146081267506,0.0008828793652355,0.9988409876823424,7.867239037295803e-05,3,0,0,0,1,0,3,1.1849240525893864e-05,2.333667920216392e-06,0.007825615666312525,0.9921305164482552,2.9684976986491297e-05,3,0.0,0.0,0.0,1.0,0.0
2418,2.0,0.55,512,1.233382778612126,7.33,2,0.0005,0.0,0.9958,0.0,0.0038,2,0.0159,4e-05,0.88941,0.0,0.09465,2,0.01,0.0,0.99,0.0,0.0,2,0.0010070382850244,0.002240942325443,0.9910083413124084,0.001588552375324,0.0041551026515662,4,0,0,0,0,1,2,0.12222180303865252,0.0001978142044666147,0.540432904959107,8.726287930071376e-05,0.33706021491847304,2,0.0,0.0,1.0,0.0,0.0
2419,2.0,0.3,106,-0.3291264540437605,4.0,2,0.0004,0.0,0.9939,0.0,0.0057,2,0.01431,0.07346,0.86836,0.00072,0.04316,2,0.02,0.05,0.88,0.0,0.05,2,0.0022595939226448,0.0096110114827752,0.983459174633026,0.0008135170210152,0.0038566016592085,2,0,0,1,0,0,2,0.00023154595279568563,0.0011563561735928208,0.9822150228940812,3.4220921930360085e-05,0.01636285405759953,4,0.026042,0.015625,0.041667,0.0,0.91667
2420,4.0,0.1,63,-0.12973373006250857,1.67,4,0.0117,0.0,0.0782,0.0,0.9101,4,0.40106,0.00415,0.07139,0.05453,0.46887,0,0.62,0.0,0.09,0.01,0.28,4,0.0036686919629573,2.5914807338267565e-05,0.0048548933118581,0.0003640114155132,0.9910865426063538,3,0,0,0,1,0,0,0.3736388245893128,0.0004396596645968139,0.04039181952625693,0.28421564672603306,0.3013140494938005,4,0.0,0.0,0.020833,0.0,0.97917
2421,3.0,1.0,131,-1.2351580494638457,4.67,3,0.0,0.0,0.0,1.0,0.0,3,7e-05,0.0,0.00805,0.99182,6e-05,3,0.0,0.0,0.0,1.0,0.0,3,7.861842459533364e-05,0.0001102697569876,0.000889845076017,0.9988452196121216,7.611395994899794e-05,4,0,0,0,0,1,3,7.64625664582114e-07,8.830759725304516e-08,3.293307395276476e-06,0.9999929776683328,2.8760910101473216e-06,2,0.0,0.0,1.0,0.0,0.0
2422,2.0,1.0,381,-0.46505762222034147,4.0,2,0.0002,0.0,0.6273,0.0,0.3725,2,0.28526,5e-05,0.41198,2e-05,0.3027,2,0.02,0.0,0.52,0.0,0.46,2,0.008301829919219,0.0001842164638219,0.6410179138183594,0.0024970869999378,0.3479988574981689,4,0,0,0,0,1,4,0.04486290721642936,8.038526089094685e-05,0.004712949882316305,0.00013415943288572153,0.9502095982074776,4,0.0,0.0,0.3125,0.0,0.6875
